,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time,attrition pred
358,359.0,0,51.0,Travel_Rarely,Sales,16.0,3,Medical,1.0,Male,3,Research Scientist,Married,94390.0,2.0,Y,15.0,8.0,3,29.0,0.0,20.0,4.0,17.0,1.0,3.0,2.0,3,3,6.114925444925446,0
359,360.0,0,44.0,Travel_Rarely,Sales,24.0,5,Medical,1.0,Female,1,Sales Executive,Single,25660.0,9.0,Y,11.0,8.0,1,10.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3,3,6.318081125058113,0
360,361.0,0,25.0,Travel_Rarely,Research & Development,17.0,3,Medical,1.0,Male,1,Laboratory Technician,Single,199260.0,7.0,Y,11.0,8.0,3,6.0,5.0,4.0,0.0,1.0,1.0,1.0,2.0,4,3,6.416490429505138,0
361,362.0,0,33.0,Travel_Rarely,Research & Development,8.0,4,Life Sciences,1.0,Male,3,Laboratory Technician,Divorced,24510.0,1.0,Y,13.0,8.0,1,9.0,3.0,9.0,0.0,8.0,1.0,1.0,3.0,2,3,6.0196254034117125,0
362,363.0,0,35.0,Travel_Rarely,Sales,6.0,4,Medical,1.0,Female,2,Manager,Single,94190.0,1.0,Y,24.0,8.0,1,6.0,5.0,6.0,1.0,1.0,3.0,1.0,2.0,2,4,6.90325396825397,0
363,364.0,0,36.0,Travel_Rarely,Sales,10.0,4,Marketing,1.0,Male,3,Manager,Married,86860.0,1.0,Y,13.0,8.0,0,18.0,2.0,18.0,4.0,11.0,2.0,4.0,2.0,3,3,9.704113475177293,0
364,365.0,0,32.0,Travel_Rarely,Research & Development,3.0,4,Medical,1.0,Female,4,Sales Executive,Divorced,30380.0,2.0,Y,20.0,8.0,0,8.0,3.0,5.0,0.0,3.0,2.0,4.0,2.0,3,4,7.789356600189935,0
365,366.0,0,30.0,Travel_Frequently,Research & Development,4.0,5,Medical,1.0,Male,5,Sales Representative,Divorced,30580.0,9.0,Y,14.0,8.0,1,10.0,2.0,5.0,0.0,3.0,2.0,4.0,2.0,3,3,6.412108695652172,0
366,367.0,0,53.0,Travel_Rarely,Sales,6.0,3,Marketing,1.0,Male,4,Sales Executive,Married,23250.0,7.0,Y,18.0,8.0,1,35.0,1.0,5.0,0.0,4.0,1.0,4.0,3.0,4,3,10.391128117913825,0
367,368.0,0,45.0,Travel_Rarely,Research & Development,1.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Divorced,20880.0,4.0,Y,15.0,8.0,3,18.0,2.0,5.0,0.0,2.0,4.0,1.0,3.0,3,3,8.524001406469765,0
368,369.0,0,32.0,Travel_Rarely,Sales,10.0,3,Marketing,1.0,Female,1,Human Resources,Married,30720.0,5.0,Y,12.0,8.0,0,9.0,4.0,5.0,1.0,3.0,3.0,3.0,2.0,1,3,6.58656795224977,0
369,370.0,0,52.0,Travel_Frequently,Research & Development,1.0,1,Life Sciences,1.0,Male,2,Laboratory Technician,Married,50060.0,3.0,Y,16.0,8.0,1,31.0,2.0,9.0,0.0,0.0,3.0,4.0,3.0,3,3,7.586581196581195,0
370,371.0,0,37.0,Travel_Rarely,Sales,24.0,2,Life Sciences,1.0,Female,4,Laboratory Technician,Divorced,42570.0,4.0,Y,15.0,8.0,0,9.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,3,3,6.1043384047948335,0
371,372.0,0,28.0,Travel_Rarely,Research & Development,21.0,4,Life Sciences,1.0,Female,1,Healthcare Representative,Divorced,25000.0,1.0,Y,16.0,8.0,2,6.0,3.0,5.0,0.0,4.0,2.0,4.0,3.0,3,3,6.291572442486535,0
372,373.0,0,22.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Male,1,Sales Representative,Married,11020.0,6.0,Y,19.0,8.0,0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2,3,6.482304837164748,0
373,374.0,0,44.0,Travel_Rarely,Research & Development,22.0,3,Medical,1.0,Female,1,Laboratory Technician,Married,104530.0,2.0,Y,11.0,8.0,1,10.0,2.0,3.0,0.0,2.0,1.0,4.0,2.0,3,3,10.983654910096824,0
374,375.0,0,42.0,Travel_Frequently,Sales,13.0,4,Life Sciences,1.0,Female,2,Laboratory Technician,Single,22880.0,5.0,Y,16.0,8.0,1,8.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2,3,8.008833333333335,0
375,376.0,0,36.0,Travel_Rarely,Research & Development,14.0,3,Other,1.0,Male,2,Research Scientist,Married,39290.0,0.0,Y,24.0,8.0,0,6.0,6.0,5.0,0.0,3.0,1.0,1.0,3.0,2,4,7.591120293847567,0
376,377.0,0,25.0,Travel_Rarely,Sales,11.0,3,Life Sciences,1.0,Female,1,Laboratory Technician,Married,23110.0,1.0,Y,11.0,8.0,1,5.0,2.0,5.0,0.0,3.0,3.0,1.0,3.0,3,3,10.409626200274346,0
377,378.0,0,35.0,Travel_Rarely,Research & Development,9.0,2,Life Sciences,1.0,Female,1,Healthcare Representative,Married,31400.0,1.0,Y,13.0,8.0,1,17.0,2.0,17.0,5.0,15.0,4.0,3.0,3.0,2,3,8.795422125181949,0
378,379.0,1,35.0,Travel_Frequently,Sales,8.0,2,Marketing,1.0,Female,1,Laboratory Technician,Divorced,36900.0,1.0,Y,13.0,8.0,1,10.0,2.0,10.0,7.0,8.0,4.0,2.0,2.0,4,3,10.000467772967772,1
379,380.0,0,32.0,Non-Travel,Research & Development,21.0,3,Life Sciences,1.0,Male,1,Sales Executive,Divorced,44500.0,0.0,Y,13.0,8.0,0,4.0,3.0,3.0,0.0,2.0,4.0,4.0,3.0,3,3,7.885713245997089,0
380,381.0,0,25.0,Travel_Rarely,Sales,5.0,3,Marketing,1.0,Female,4,Research Scientist,Married,27560.0,1.0,Y,12.0,8.0,2,5.0,2.0,5.0,0.0,3.0,3.0,1.0,4.0,3,3,7.795277777777777,0
381,382.0,0,49.0,Travel_Rarely,Sales,9.0,3,Technical Degree,1.0,Female,2,Sales Representative,Married,190330.0,2.0,Y,18.0,8.0,1,7.0,5.0,4.0,0.0,2.0,3.0,1.0,3.0,3,3,7.469465191332411,0
382,383.0,0,24.0,Non-Travel,Research & Development,2.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Married,187220.0,0.0,Y,22.0,8.0,1,6.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3,4,7.561153381642512,0
383,384.0,0,32.0,Travel_Frequently,Research & Development,12.0,5,Medical,1.0,Male,1,Research Scientist,Married,95470.0,1.0,Y,13.0,8.0,1,10.0,3.0,10.0,5.0,3.0,2.0,2.0,3.0,2,3,6.814644208037825,0
384,385.0,0,38.0,Travel_Rarely,Sales,22.0,2,Medical,1.0,Male,1,Sales Executive,Married,137340.0,0.0,Y,13.0,8.0,0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4,3,6.987524717514126,0
385,386.0,0,42.0,Travel_Rarely,Research & Development,18.0,1,Technical Degree,1.0,Female,2,Research Scientist,Married,199990.0,2.0,Y,23.0,8.0,1,17.0,6.0,5.0,1.0,3.0,3.0,4.0,2.0,3,4,9.61490585774059,0
386,387.0,0,31.0,Travel_Rarely,Research & Development,16.0,3,Life Sciences,1.0,Female,3,Sales Executive,Married,22790.0,3.0,Y,12.0,8.0,1,8.0,3.0,6.0,0.0,2.0,4.0,4.0,3.0,3,3,10.098353009259265,0
387,388.0,1,29.0,Travel_Rarely,Sales,3.0,3,Marketing,1.0,Male,3,Laboratory Technician,Divorced,59160.0,6.0,Y,12.0,8.0,0,5.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,3,3,9.394445592286498,1
388,389.0,0,53.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Male,1,Sales Representative,Married,20890.0,5.0,Y,16.0,8.0,0,28.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2,3,6.366061039580355,0
389,390.0,0,35.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Married,167920.0,3.0,Y,12.0,8.0,1,16.0,3.0,13.0,4.0,8.0,4.0,2.0,3.0,4,3,7.105000000000008,0
390,391.0,0,37.0,Travel_Frequently,Research & Development,13.0,4,Life Sciences,1.0,Female,3,Human Resources,Married,35640.0,5.0,Y,11.0,8.0,0,10.0,1.0,5.0,0.0,0.0,3.0,4.0,3.0,1,3,7.408802600472816,0
391,392.0,0,53.0,Travel_Rarely,Research & Development,1.0,1,Medical,1.0,Male,1,Sales Executive,Single,44250.0,6.0,Y,22.0,8.0,1,33.0,2.0,12.0,3.0,8.0,4.0,4.0,3.0,4,4,6.669338570127502,0
392,393.0,0,43.0,Travel_Frequently,Research & Development,1.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,52650.0,4.0,Y,11.0,8.0,1,12.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,3,3,7.585617283950619,0
393,394.0,0,47.0,Travel_Rarely,Sales,15.0,4,Marketing,1.0,Female,3,Research Director,Married,65530.0,0.0,Y,15.0,8.0,0,8.0,2.0,7.0,7.0,7.0,3.0,4.0,3.0,3,3,10.682913251366127,0
394,395.0,0,37.0,Non-Travel,Research & Development,1.0,5,Medical,1.0,Female,2,Research Scientist,Single,62610.0,1.0,Y,12.0,8.0,0,10.0,1.0,10.0,0.0,9.0,1.0,2.0,3.0,3,3,8.309069385841536,0
395,396.0,0,50.0,Non-Travel,Research & Development,17.0,3,Medical,1.0,Female,1,Laboratory Technician,Divorced,42980.0,1.0,Y,20.0,8.0,1,31.0,6.0,31.0,14.0,7.0,1.0,1.0,3.0,3,4,6.612721734892791,0
396,397.0,0,39.0,Travel_Rarely,Research & Development,1.0,3,Other,1.0,Female,3,Human Resources,Married,68040.0,8.0,Y,14.0,8.0,1,13.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,2,3,6.882712018140582,0
397,398.0,0,33.0,Travel_Rarely,Sales,7.0,3,Life Sciences,1.0,Male,2,Manufacturing Director,Divorced,38150.0,3.0,Y,11.0,8.0,1,7.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,3,3,9.41635460992908,0
398,399.0,1,32.0,Travel_Rarely,Research & Development,9.0,1,Medical,1.0,Female,1,Laboratory Technician,Single,27410.0,1.0,Y,15.0,8.0,1,1.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,2,3,10.02503373819164,1
399,400.0,0,29.0,Travel_Rarely,Research & Development,5.0,4,Life Sciences,1.0,Female,4,Healthcare Representative,Divorced,66730.0,6.0,Y,12.0,8.0,1,8.0,2.0,4.0,0.0,3.0,1.0,4.0,3.0,4,3,6.452346460384433,0
400,401.0,0,44.0,Travel_Rarely,Research & Development,26.0,2,Life Sciences,1.0,Male,2,Manufacturing Director,Married,76390.0,1.0,Y,14.0,8.0,0,8.0,6.0,8.0,7.0,1.0,2.0,1.0,3.0,3,3,9.774024872152491,0
401,402.0,0,28.0,Travel_Rarely,Sales,24.0,5,Life Sciences,1.0,Female,1,Research Scientist,Single,23280.0,1.0,Y,11.0,8.0,2,4.0,3.0,4.0,0.0,2.0,1.0,4.0,3.0,3,3,6.417041116005879,0
402,403.0,1,58.0,Travel_Frequently,Sales,9.0,2,Technical Degree,1.0,Male,1,Sales Executive,Divorced,21530.0,9.0,Y,11.0,8.0,0,3.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,3,3,10.500407559198536,1
403,404.0,0,43.0,Travel_Rarely,Sales,7.0,4,Marketing,1.0,Male,2,Sales Executive,Divorced,48760.0,4.0,Y,16.0,8.0,2,4.0,4.0,1.0,0.0,0.0,1.0,2.0,4.0,3,3,6.578010603964955,0
404,405.0,1,20.0,Travel_Rarely,Research & Development,11.0,3,Medical,1.0,Male,2,Sales Executive,Single,93960.0,1.0,Y,12.0,8.0,0,2.0,6.0,2.0,0.0,2.0,3.0,3.0,2.0,1,3,7.105422602089267,1
405,406.0,1,21.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Male,2,Sales Executive,Single,104000.0,1.0,Y,13.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,3,3,7.87793537414966,1
406,407.0,0,36.0,Travel_Rarely,Research & Development,26.0,4,Medical,1.0,Male,1,Laboratory Technician,Married,84740.0,0.0,Y,14.0,8.0,0,17.0,3.0,16.0,4.0,11.0,3.0,4.0,2.0,3,3,10.297726548269582,0
407,408.0,0,47.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,2,Manufacturing Director,Single,99810.0,1.0,Y,21.0,8.0,1,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3,4,8.485591889357712,0
408,409.0,1,22.0,Travel_Rarely,Research & Development,15.0,4,Life Sciences,1.0,Female,1,Laboratory Technician,Married,124900.0,0.0,Y,13.0,8.0,0,4.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,3,3,9.80230982019364,0
409,410.0,1,41.0,Travel_Rarely,Research & Development,23.0,3,Life Sciences,1.0,Female,2,Sales Executive,Divorced,26570.0,4.0,Y,11.0,8.0,0,10.0,3.0,7.0,1.0,0.0,2.0,4.0,2.0,4,3,10.41046055796056,1
410,411.0,0,28.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Female,3,Manager,Divorced,135910.0,5.0,Y,20.0,8.0,1,6.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3,4,7.677303436911487,0
411,412.0,1,39.0,Travel_Rarely,Research & Development,10.0,4,Life Sciences,1.0,Female,4,Human Resources,Married,66960.0,7.0,Y,11.0,8.0,0,8.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3,3,10.666269177126916,1
412,413.0,0,27.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Male,1,Research Scientist,Single,20580.0,1.0,Y,14.0,8.0,1,1.0,5.0,1.0,0.0,0.0,2.0,3.0,3.0,3,3,7.68067991631799,0
413,414.0,0,34.0,Travel_Rarely,Research & Development,12.0,2,Technical Degree,1.0,Male,2,Human Resources,Divorced,88650.0,1.0,Y,11.0,8.0,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3,3,7.722572267389336,0
414,415.0,0,42.0,Travel_Rarely,Sales,11.0,1,Technical Degree,1.0,Male,2,Human Resources,Single,59400.0,7.0,Y,16.0,8.0,0,10.0,2.0,5.0,0.0,3.0,3.0,3.0,3.0,2,3,6.878238304093564,0
415,416.0,0,33.0,Travel_Rarely,Sales,2.0,3,Marketing,1.0,Female,1,Sales Executive,Single,59140.0,3.0,Y,16.0,8.0,1,6.0,4.0,3.0,0.0,2.0,3.0,1.0,3.0,3,3,10.548225957049487,0
416,417.0,0,58.0,Travel_Rarely,Research & Development,2.0,4,Life Sciences,1.0,Male,1,Research Scientist,Divorced,26220.0,2.0,Y,23.0,8.0,0,24.0,3.0,6.0,0.0,4.0,3.0,2.0,3.0,3,4,8.320311483031148,0
417,418.0,0,31.0,Travel_Rarely,Sales,1.0,3,Life Sciences,1.0,Female,1,Sales Representative,Married,121850.0,3.0,Y,14.0,8.0,0,13.0,2.0,7.0,5.0,2.0,2.0,3.0,4.0,3,3,6.081554641060815,0
418,419.0,0,35.0,Travel_Rarely,Research & Development,2.0,1,Life Sciences,1.0,Male,3,Healthcare Representative,Married,106090.0,1.0,Y,22.0,8.0,0,10.0,3.0,10.0,0.0,7.0,4.0,4.0,1.0,3,4,10.380476190476188,0
419,420.0,0,49.0,Travel_Rarely,Research & Development,25.0,2,Life Sciences,1.0,Female,2,Sales Executive,Married,43450.0,4.0,Y,15.0,8.0,0,29.0,3.0,26.0,1.0,7.0,1.0,2.0,2.0,2,3,6.99183069923372,0
420,421.0,0,48.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,1,Research Scientist,Married,21770.0,4.0,Y,18.0,8.0,0,13.0,4.0,0.0,0.0,0.0,4.0,3.0,2.0,3,3,6.698963272896328,0
421,422.0,0,31.0,Non-Travel,Research & Development,1.0,2,Technical Degree,1.0,Female,2,Sales Executive,Married,27930.0,1.0,Y,16.0,8.0,0,9.0,4.0,9.0,0.0,0.0,4.0,3.0,2.0,3,3,7.083433515482695,0
422,423.0,0,36.0,Travel_Rarely,Human Resources,2.0,4,Technical Degree,1.0,Male,1,Sales Executive,Single,79180.0,2.0,Y,12.0,8.0,2,8.0,3.0,6.0,0.0,1.0,2.0,4.0,3.0,2,3,6.503389121338913,0
423,424.0,0,38.0,Travel_Rarely,Sales,6.0,3,Other,1.0,Male,2,Sales Executive,Married,87890.0,1.0,Y,11.0,8.0,3,15.0,4.0,15.0,5.0,11.0,4.0,1.0,3.0,3,3,7.082066256830598,0
424,425.0,0,32.0,Non-Travel,Sales,18.0,3,Marketing,1.0,Male,1,Laboratory Technician,Married,23890.0,6.0,Y,12.0,8.0,1,5.0,4.0,3.0,0.0,2.0,3.0,2.0,3.0,2,3,7.082806473829207,0
425,426.0,1,25.0,Travel_Rarely,Research & Development,1.0,2,Life Sciences,1.0,Male,1,Sales Executive,Married,32120.0,1.0,Y,15.0,8.0,1,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,2,3,8.902678826895576,1
426,427.0,0,40.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,2,Research Scientist,Divorced,192320.0,2.0,Y,14.0,8.0,1,11.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,3,3,6.066140609636182,0
427,428.0,0,26.0,Travel_Frequently,Sales,11.0,3,Marketing,1.0,Male,2,Healthcare Representative,Single,22670.0,1.0,Y,19.0,8.0,3,7.0,2.0,7.0,0.0,7.0,3.0,1.0,3.0,2,3,7.643866989396034,0
428,429.0,0,41.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,1,Research Scientist,Single,195170.0,2.0,Y,13.0,8.0,0,20.0,5.0,18.0,2.0,17.0,4.0,1.0,3.0,3,3,10.713868621840724,0
429,430.0,0,36.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Female,2,Healthcare Representative,Single,24360.0,4.0,Y,13.0,8.0,0,16.0,3.0,11.0,3.0,9.0,3.0,3.0,3.0,1,3,7.096325863678806,0
430,431.0,1,19.0,Travel_Rarely,Research & Development,15.0,3,Life Sciences,1.0,Male,2,Research Scientist,Single,160640.0,1.0,Y,15.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,2.0,4.0,3,3,10.615016136468425,1
431,432.0,1,20.0,Travel_Rarely,Research & Development,29.0,3,Life Sciences,1.0,Female,3,Laboratory Technician,Single,27070.0,1.0,Y,11.0,8.0,0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,3,3,6.0836524334251605,1
432,433.0,0,31.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Male,4,Research Director,Married,190680.0,0.0,Y,12.0,8.0,0,10.0,1.0,9.0,8.0,5.0,4.0,4.0,1.0,3,3,8.329586339586344,0
433,434.0,0,40.0,Travel_Frequently,Sales,1.0,3,Marketing,1.0,Male,1,Research Scientist,Divorced,39310.0,8.0,Y,19.0,8.0,0,3.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,2,3,8.140834467120186,0
434,435.0,0,32.0,Travel_Rarely,Research & Development,24.0,3,Life Sciences,1.0,Male,4,Laboratory Technician,Married,37300.0,1.0,Y,25.0,8.0,1,8.0,4.0,8.0,6.0,3.0,3.0,1.0,4.0,3,4,7.893576832151297,0
435,436.0,1,36.0,Travel_Rarely,Research & Development,10.0,3,Medical,1.0,Male,3,Sales Executive,Married,22320.0,1.0,Y,12.0,8.0,1,16.0,2.0,16.0,3.0,7.0,3.0,4.0,3.0,3,3,9.80588959212377,1
436,437.0,0,33.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Female,4,Manufacturing Director,Single,44650.0,0.0,Y,13.0,8.0,0,6.0,3.0,5.0,1.0,4.0,2.0,4.0,3.0,3,3,6.01725979052823,0
437,438.0,1,37.0,Travel_Rarely,Sales,10.0,4,Marketing,1.0,Female,3,Human Resources,Married,30720.0,5.0,Y,14.0,8.0,0,17.0,3.0,14.0,11.0,7.0,1.0,3.0,1.0,2,3,6.274626352015735,1
438,439.0,0,45.0,Non-Travel,Research & Development,8.0,1,Life Sciences,1.0,Male,2,Sales Executive,Married,33190.0,1.0,Y,12.0,8.0,1,9.0,3.0,9.0,0.0,8.0,3.0,2.0,2.0,3,3,6.309092827004216,0
439,440.0,0,29.0,Travel_Frequently,Research & Development,29.0,1,Life Sciences,1.0,Male,1,Sales Representative,Married,192020.0,1.0,Y,12.0,8.0,0,3.0,5.0,3.0,0.0,2.0,3.0,4.0,3.0,3,3,7.619650655021834,0
440,441.0,0,35.0,Travel_Rarely,Human Resources,1.0,3,Human Resources,1.0,Male,3,Laboratory Technician,Married,136750.0,1.0,Y,15.0,8.0,3,5.0,5.0,5.0,1.0,0.0,3.0,3.0,3.0,2,3,6.370707923112988,0
441,442.0,0,52.0,Travel_Rarely,Research & Development,5.0,4,Other,1.0,Male,1,Laboratory Technician,Married,29110.0,2.0,Y,17.0,8.0,2,26.0,3.0,9.0,7.0,8.0,4.0,4.0,2.0,3,3,6.990128384687208,0
442,443.0,1,58.0,Travel_Rarely,Sales,9.0,2,Medical,1.0,Female,4,Sales Executive,Single,59570.0,4.0,Y,14.0,8.0,1,7.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,1,3,7.475840579710145,1
443,444.0,0,53.0,Travel_Rarely,Research & Development,9.0,3,Technical Degree,1.0,Male,1,Manager,Divorced,39200.0,6.0,Y,16.0,8.0,1,22.0,3.0,17.0,15.0,2.0,3.0,3.0,4.0,3,3,6.523184113865928,0
444,445.0,0,30.0,Travel_Rarely,Sales,3.0,4,Marketing,1.0,Male,1,Sales Executive,Divorced,64340.0,5.0,Y,14.0,8.0,1,10.0,3.0,8.0,7.0,7.0,3.0,3.0,4.0,2,3,8.003096797671034,0
445,446.0,0,38.0,Non-Travel,Sales,4.0,3,Life Sciences,1.0,Male,2,Research Director,Single,100480.0,1.0,Y,23.0,8.0,1,6.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,3,4,8.100102339181289,0
446,447.0,0,35.0,Travel_Rarely,Sales,1.0,2,Life Sciences,1.0,Female,2,Healthcare Representative,Divorced,109380.0,6.0,Y,14.0,8.0,2,12.0,2.0,10.0,0.0,8.0,4.0,4.0,3.0,1,3,7.318681434599153,0
447,448.0,0,39.0,Travel_Rarely,Sales,1.0,1,Marketing,1.0,Male,2,Research Scientist,Single,23400.0,0.0,Y,11.0,8.0,1,9.0,2.0,8.0,0.0,7.0,1.0,3.0,3.0,2,3,6.510007246376812,0
448,449.0,1,40.0,Non-Travel,Research & Development,2.0,4,Life Sciences,1.0,Male,1,Human Resources,Single,65450.0,4.0,Y,15.0,8.0,0,22.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3,3,9.472787154242848,1
449,450.0,0,47.0,Travel_Frequently,Research & Development,7.0,4,Life Sciences,1.0,Male,3,Sales Executive,Divorced,69310.0,1.0,Y,11.0,8.0,0,20.0,3.0,19.0,2.0,7.0,3.0,3.0,4.0,3,3,10.09163238770686,0
450,451.0,0,36.0,Non-Travel,Sales,28.0,1,Life Sciences,1.0,Male,2,Research Scientist,Divorced,48980.0,4.0,Y,13.0,8.0,1,12.0,3.0,7.0,0.0,7.0,1.0,4.0,3.0,3,3,6.805802341597795,0
451,452.0,1,31.0,Non-Travel,Research & Development,28.0,4,Medical,1.0,Male,2,Research Scientist,Single,25930.0,0.0,Y,21.0,8.0,0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3,4,8.18766456582633,1
452,453.0,0,33.0,Non-Travel,Sales,15.0,3,Other,1.0,Male,4,Research Director,Single,194360.0,1.0,Y,19.0,8.0,2,10.0,4.0,10.0,6.0,0.0,4.0,3.0,3.0,3,3,7.93415828544061,0
453,454.0,1,29.0,Travel_Rarely,Human Resources,3.0,5,Life Sciences,1.0,Male,1,Sales Executive,Single,27230.0,6.0,Y,11.0,8.0,1,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,2,3,10.280916902071564,1
454,455.0,0,33.0,Travel_Rarely,Research & Development,2.0,2,Technical Degree,1.0,Male,2,Laboratory Technician,Single,34790.0,3.0,Y,12.0,8.0,0,5.0,3.0,3.0,0.0,2.0,2.0,4.0,3.0,3,3,7.515693306010931,0
455,456.0,0,45.0,Travel_Rarely,Research & Development,26.0,1,Medical,1.0,Female,3,Healthcare Representative,Divorced,27940.0,3.0,Y,19.0,8.0,1,8.0,2.0,5.0,0.0,2.0,4.0,4.0,3.0,3,3,7.010381512217612,0
456,457.0,0,50.0,Travel_Rarely,Sales,10.0,1,Life Sciences,1.0,Female,1,Manufacturing Director,Divorced,52490.0,9.0,Y,21.0,8.0,2,32.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,2,4,7.387595410628015,0
457,458.0,0,33.0,Travel_Frequently,Sales,1.0,3,Marketing,1.0,Male,2,Human Resources,Married,21760.0,1.0,Y,14.0,8.0,1,6.0,2.0,6.0,1.0,2.0,3.0,2.0,3.0,2,3,8.981857999077919,0
458,459.0,0,41.0,Travel_Frequently,Sales,11.0,3,Other,1.0,Male,1,Laboratory Technician,Divorced,168720.0,2.0,Y,15.0,8.0,1,21.0,2.0,18.0,0.0,11.0,1.0,3.0,4.0,3,3,7.905851370851376,0
459,460.0,0,27.0,Travel_Rarely,Research & Development,20.0,4,Other,1.0,Male,2,Manufacturing Director,Married,34850.0,9.0,Y,17.0,8.0,2,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3,3,7.078493085360039,0
460,461.0,0,45.0,Non-Travel,Sales,2.0,3,Medical,1.0,Female,1,Sales Executive,Married,66440.0,1.0,Y,12.0,8.0,0,9.0,3.0,9.0,0.0,8.0,4.0,1.0,3.0,4,3,8.703335629017452,0
461,462.0,0,47.0,Travel_Rarely,Sales,18.0,4,Medical,1.0,Female,2,Research Scientist,Single,55820.0,1.0,Y,16.0,8.0,0,9.0,3.0,9.0,0.0,7.0,4.0,4.0,3.0,3,3,7.972122359963266,0
462,463.0,1,30.0,Travel_Rarely,Sales,2.0,3,Life Sciences,1.0,Male,2,Healthcare Representative,Married,40000.0,4.0,Y,12.0,8.0,0,7.0,5.0,5.0,0.0,1.0,1.0,3.0,3.0,2,3,10.505095744680844,1
463,464.0,0,50.0,Travel_Rarely,Research & Development,1.0,3,Technical Degree,1.0,Female,2,Sales Executive,Married,134960.0,3.0,Y,18.0,8.0,1,22.0,3.0,12.0,1.0,5.0,4.0,3.0,3.0,3,3,9.480353223593957,0
464,465.0,0,38.0,Travel_Frequently,Research & Development,13.0,3,Technical Degree,1.0,Male,1,Manufacturing Director,Married,32100.0,0.0,Y,17.0,8.0,2,3.0,5.0,2.0,0.0,2.0,3.0,3.0,2.0,2,3,7.704971539162111,0
465,466.0,0,46.0,Travel_Rarely,Research & Development,28.0,3,Medical,1.0,Female,3,Human Resources,Divorced,190450.0,6.0,Y,11.0,8.0,3,13.0,2.0,8.0,0.0,7.0,4.0,3.0,3.0,3,3,6.8869077134986245,0
466,467.0,0,24.0,Travel_Rarely,Sales,28.0,3,Life Sciences,1.0,Female,1,Healthcare Representative,Divorced,118490.0,1.0,Y,16.0,8.0,1,5.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3,3,6.59333674863388,0
