employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
1285,No,31,Travel_Rarely,Research & Development,3,2,Medical,1,Female,3,Sales Executive,Single,42850,1.0,Y,21,8,1,1.0,2,1,1,0,3.0,2.0,3.0,1,4,6.300332125603864
1286,No,32,Travel_Rarely,Sales,3,4,Life Sciences,1,Male,2,Manufacturing Director,Married,97150,1.0,Y,15,8,1,10.0,1,10,0,9,2.0,2.0,3.0,2,3,7.522589903181189
1287,No,36,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Sales Representative,Married,43200,3.0,Y,17,8,0,5.0,2,1,0,0,2.0,4.0,3.0,3,3,7.179870772946859
1288,No,31,Travel_Rarely,Research & Development,27,3,Medical,1,Female,2,Research Director,Single,21320,1.0,Y,18,8,0,11.0,3,11,1,8,3.0,4.0,3.0,3,3,6.095544077134989
1289,No,35,Travel_Rarely,Research & Development,2,4,Medical,1,Male,2,Healthcare Representative,Single,101240,0.0,Y,14,8,1,16.0,2,15,2,8,3.0,1.0,3.0,4,3,6.019582156308854
1290,No,45,Travel_Rarely,Human Resources,14,3,Human Resources,1,Female,1,Sales Executive,Married,54730,4.0,Y,13,8,0,17.0,3,0,0,0,4.0,1.0,4.0,1,3,8.896670197740118
1291,No,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,Sales Executive,Single,52070,4.0,Y,17,8,3,16.0,3,5,0,2,1.0,3.0,4.0,3,3,6.597208616780044
1292,No,46,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,Manager,Divorced,164370,8.0,Y,15,8,1,16.0,0,4,0,2,2.0,2.0,3.0,3,3,10.269981325863684
1293,No,30,Travel_Rarely,Sales,18,3,Life Sciences,1,Male,4,Human Resources,Married,22960,1.0,Y,18,8,1,10.0,2,10,3,0,4.0,4.0,2.0,3,3,9.195694444444445
1294,No,35,Travel_Rarely,Research & Development,20,4,Life Sciences,1,Female,3,Human Resources,Single,40690,1.0,Y,13,8,0,6.0,5,6,0,4,2.0,3.0,3.0,3,3,7.903589559386972
1295,No,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,Married,74410,3.0,Y,12,8,1,24.0,4,1,1,0,1.0,4.0,3.0,3,3,6.709723389355748
1296,No,38,Non-Travel,Sales,11,1,Marketing,1,Male,2,Laboratory Technician,Divorced,24300,7.0,Y,13,8,2,17.0,2,13,1,9,2.0,4.0,3.0,4,3,8.811399853801175
1297,No,34,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Research Scientist,Married,58780,1.0,Y,14,8,0,5.0,1,5,1,3,1.0,2.0,3.0,3,3,8.008844123048666
1298,No,56,Travel_Rarely,Human Resources,2,1,Medical,1,Male,2,Sales Executive,Single,26440,4.0,Y,11,8,1,37.0,2,6,0,2,4.0,4.0,2.0,3,3,6.312178423236517
1299,No,23,Travel_Rarely,Research & Development,10,3,Medical,1,Male,2,Laboratory Technician,Divorced,64390,3.0,Y,22,8,3,3.0,2,0,0,0,3.0,1.0,3.0,3,4,6.405738719068416
1300,No,51,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Female,5,Manufacturing Director,Married,24510,3.0,Y,17,8,0,10.0,2,4,0,3,4.0,4.0,3.0,2,3,6.759082633053217
1301,No,30,Travel_Rarely,Sales,8,2,Technical Degree,1,Male,1,Sales Representative,Married,63920,1.0,Y,21,8,1,11.0,2,11,10,8,3.0,4.0,3.0,4,4,7.6176108824874245
1302,Yes,46,Travel_Rarely,Sales,1,2,Medical,1,Female,2,Research Scientist,Single,97140,1.0,Y,22,8,0,9.0,0,9,4,7,3.0,4.0,3.0,3,4,6.19746326905418
1303,No,40,Travel_Frequently,Research & Development,6,3,Medical,1,Male,1,Healthcare Representative,Married,60770,1.0,Y,16,8,2,22.0,2,22,11,11,3.0,2.0,2.0,2,3,7.404682367149761
1304,No,51,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Female,5,Sales Representative,Single,24500,0.0,Y,12,8,1,11.0,2,10,1,0,3.0,4.0,1.0,3,3,10.087117467043306
1305,No,30,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,92500,1.0,Y,12,8,3,11.0,0,11,2,7,3.0,2.0,2.0,3,3,8.071362994350277
1306,No,46,Travel_Frequently,Research & Development,12,1,Medical,1,Male,1,Laboratory Technician,Married,20740,2.0,Y,15,8,1,21.0,3,10,9,5,3.0,1.0,2.0,3,3,9.020947504708095
1307,No,32,Travel_Rarely,Sales,15,3,Marketing,1,Male,1,Research Scientist,Single,101690,1.0,Y,14,8,0,12.0,6,11,5,7,2.0,3.0,3.0,2,3,7.31094052558782
1308,No,54,Travel_Rarely,Research & Development,25,1,Medical,1,Female,1,Laboratory Technician,Married,48550,9.0,Y,25,8,1,16.0,2,4,0,3,1.0,3.0,1.0,2,4,7.585544029506686
1309,No,24,Travel_Rarely,Sales,6,2,Marketing,1,Male,2,Research Scientist,Married,40870,0.0,Y,20,8,3,4.0,1,3,0,2,1.0,3.0,2.0,3,4,7.795473995271867
1310,No,28,Non-Travel,Sales,9,4,Medical,1,Male,2,Laboratory Technician,Married,23670,1.0,Y,13,8,0,5.0,2,5,0,4,2.0,3.0,4.0,2,3,5.990938934802568
1311,No,58,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,2,Sales Executive,Single,29720,0.0,Y,14,8,0,38.0,2,37,1,8,4.0,3.0,2.0,4,3,7.079403559403562
1312,No,44,Non-Travel,Research & Development,23,2,Medical,1,Female,1,Research Scientist,Married,195860,4.0,Y,16,8,0,17.0,3,3,1,2,2.0,2.0,4.0,2,3,6.732844078646549
1313,Yes,37,Travel_Rarely,Human Resources,9,3,Human Resources,1,Male,2,Healthcare Representative,Divorced,54840,.,Y,17,8,0,7.0,4,3,0,2,3.0,1.0,3.0,3,3,10.147261583445793
1314,No,32,Travel_Rarely,Human Resources,12,2,Human Resources,1,Female,1,Sales Representative,Single,20610,1.0,Y,15,8,1,1.0,2,1,0,0,4.0,1.0,3.0,2,3,7.960068850902186
1315,Yes,20,Travel_Frequently,Sales,4,4,Life Sciences,1,Female,2,Healthcare Representative,Single,99240,1.0,Y,22,8,0,1.0,3,1,1,0,4.0,4.0,3.0,3,4,10.712137533875335
1316,No,34,Travel_Rarely,Research & Development,1,4,Other,1,Male,4,Laboratory Technician,Single,41980,1.0,Y,22,8,1,16.0,2,16,2,10,1.0,3.0,3.0,2,4,7.623057899671827
1317,No,37,Non-Travel,Sales,24,2,Life Sciences,1,Male,1,Research Scientist,Divorced,68150,5.0,Y,20,8,1,17.0,3,1,0,0,3.0,4.0,4.0,3,4,7.783722943722943
1318,No,59,Non-Travel,Research & Development,12,2,Life Sciences,1,Male,2,Sales Executive,Married,47230,9.0,Y,14,8,0,30.0,0,3,2,2,3.0,4.0,3.0,3,3,7.212025166191835
1319,No,50,Travel_Frequently,Research & Development,3,4,Medical,1,Male,4,Research Scientist,Married,61420,3.0,Y,13,8,2,28.0,3,8,0,7,1.0,2.0,2.0,2,3,9.584148783977106
1320,Yes,25,Travel_Rarely,Sales,10,1,Marketing,1,Male,2,Research Director,Single,82370,1.0,Y,13,8,0,6.0,6,6,0,3,3.0,3.0,3.0,2,3,8.510076071922542
1321,No,25,Travel_Rarely,Research & Development,26,3,Technical Degree,1,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,4.0,4.0,3.0,3,4,7.701500691562938
1322,No,22,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,1,Sales Representative,Single,193310,1.0,Y,12,8,1,1.0,2,0,0,0,2.0,4.0,3.0,3,3,6.262097107438017
1323,No,51,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,1.0,1.0,2.0,3,3,7.4895734542073455
1324,Yes,34,Travel_Frequently,Human Resources,4,4,Life Sciences,1,Female,5,Sales Executive,Single,55620,1.0,Y,15,8,0,9.0,3,9,0,6,1.0,3.0,.,3,3,8.21845588235293
1325,No,54,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,1,Laboratory Technician,Single,196130,2.0,Y,17,8,0,23.0,5,5,4,4,4.0,4.0,3.0,3,3,8.143079710144923
1326,No,24,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Laboratory Technician,Married,34070,0.0,Y,13,8,1,6.0,4,5,1,2,2.0,3.0,3.0,3,3,6.488012371615315
1327,No,34,Travel_Rarely,Sales,4,3,Marketing,1,Female,2,Sales Representative,Divorced,50630,6.0,Y,12,8,1,12.0,2,1,0,0,3.0,2.0,3.0,3,3,5.999905063291143
1328,No,37,Travel_Rarely,Sales,6,1,Technical Degree,1,Male,1,Laboratory Technician,Single,46390,2.0,Y,12,8,2,12.0,3,5,1,3,3.0,4.0,3.0,3,3,6.2216930076628385
1329,No,34,Travel_Rarely,Sales,9,2,Medical,1,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8,3.0,1.0,3.0,3,4,7.855724789915963
1330,No,36,Travel_Frequently,Human Resources,7,3,Medical,1,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8,2.0,4.0,3.0,3,3,7.984710550887022
1331,No,36,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Manufacturing Director,Divorced,175670,5.0,Y,13,8,0,7.0,6,1,0,0,1.0,4.0,3.0,3,3,7.499870448179269
1332,No,43,Travel_Frequently,Research & Development,3,4,Life Sciences,1,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12,3.0,4.0,4.0,3,3,8.702949172576828
1333,No,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Female,3,Healthcare Representative,Divorced,28140,1.0,Y,24,8,0,10.0,2,10,0,9,1.0,3.0,2.0,3,4,7.911812169312168
1334,No,33,Non-Travel,Sales,7,3,Life Sciences,1,Male,2,Sales Executive,Married,112450,0.0,Y,21,8,0,8.0,3,7,0,7,3.0,2.0,4.0,3,4,6.708544810242342
1335,Yes,56,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3,2.0,2.0,3.0,1,3,9.013333333333334
1336,No,51,Travel_Rarely,Research & Development,3,2,Other,1,Female,2,Sales Representative,Single,190490,7.0,Y,14,8,1,23.0,2,20,15,15,1.0,3.0,3.0,3,3,6.686394675925922
1337,Yes,31,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,3,Sales Executive,Married,21410,4.0,Y,20,8,0,12.0,2,7,7,7,2.0,3.0,2.0,3,4,8.398167620410106
1338,No,26,Travel_Rarely,Sales,17,3,Medical,1,Female,2,Manager,Married,57690,1.0,Y,19,8,0,5.0,4,5,4,3,3.0,2.0,2.0,2,3,7.685123587570623
1339,Yes,58,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Research Scientist,Married,43850,1.0,Y,13,8,1,40.0,2,40,15,6,4.0,4.0,2.0,2,3,7.5480686134852775
1340,Yes,19,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,1,Manager,Single,53320,1.0,Y,23,8,1,0.0,2,0,0,0,4.0,3.0,2.0,3,4,9.36388191538819
1341,No,22,Travel_Rarely,Sales,29,4,Technical Degree,1,Male,1,Sales Executive,Married,46630,0.0,Y,13,8,1,3.0,1,2,2,1,3.0,4.0,3.0,3,3,6.379811676082862
1342,No,49,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Sales Executive,Married,47240,1.0,Y,11,8,1,16.0,3,15,5,11,3.0,1.0,2.0,2,3,7.194425925925924
1343,No,43,Travel_Frequently,Sales,2,2,Life Sciences,1,Male,1,Sales Executive,Single,32110,4.0,Y,13,8,0,18.0,2,3,1,2,2.0,3.0,3.0,4,3,7.978614703065139
1344,No,50,Travel_Frequently,Research & Development,19,4,Life Sciences,1,Male,2,Sales Executive,Single,53770,4.0,Y,14,8,1,16.0,3,2,2,1,3.0,4.0,3.0,4,3,7.080387029288701
1345,Yes,31,Travel_Rarely,Research & Development,15,1,Medical,1,Female,2,Sales Executive,Married,40660,3.0,Y,22,8,0,4.0,2,2,2,2,2.0,3.0,3.0,2,4,8.40602267573696
1346,No,41,Travel_Rarely,Research & Development,17,2,Other,1,Male,1,Manufacturing Director,Divorced,52080,3.0,Y,11,8,3,12.0,2,9,0,7,3.0,3.0,3.0,1,3,8.118852498786996
1347,No,26,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7,3.0,3.0,3.0,4,3,7.95010854341736
1348,No,36,Travel_Rarely,Human Resources,25,1,Human Resources,1,Male,2,Research Scientist,Divorced,31170,6.0,Y,21,8,1,7.0,2,3,0,1,2.0,2.0,3.0,4,4,6.799012476459518
1349,Yes,51,Travel_Frequently,Research & Development,6,3,Life Sciences,1,Female,1,Manager,Single,15690,2.0,Y,11,8,0,18.0,2,4,0,3,1.0,4.0,3.0,4,3,7.189976851851849
1350,No,39,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,1,Research Scientist,Married,196580,4.0,Y,13,8,1,17.0,3,15,5,9,4.0,3.0,4.0,4,3,7.877014739229028
1351,No,25,Travel_Rarely,Sales,29,1,Medical,1,Female,3,Research Scientist,Married,30690,2.0,Y,14,8,1,6.0,3,2,2,2,1.0,3.0,3.0,2,3,7.793299199623355
1352,No,30,Travel_Rarely,Research & Development,21,1,Medical,1,Male,2,Laboratory Technician,Married,104350,0.0,Y,11,8,0,12.0,5,11,4,7,3.0,4.0,1.0,3,3,9.995206830206829
1353,Yes,32,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Single,41480,7.0,Y,15,8,0,10.0,0,5,0,4,1.0,1.0,4.0,2,3,7.901718319559229
1354,No,45,Travel_Rarely,Research & Development,2,1,Technical Degree,1,Female,2,Healthcare Representative,Single,57680,5.0,Y,23,8,1,9.0,4,6,0,3,3.0,4.0,2.0,3,4,7.374128019323665
1355,No,38,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Female,2,Research Director,Single,50420,3.0,Y,16,8,1,19.0,4,3,2,2,4.0,3.0,3.0,3,3,10.415906729900634
1356,No,30,Travel_Rarely,Sales,13,3,Marketing,1,Female,2,Laboratory Technician,Single,57700,1.0,Y,16,8,1,5.0,2,5,0,4,1.0,3.0,2.0,4,3,6.680294326241136
1357,No,32,Travel_Frequently,Sales,2,3,Marketing,1,Male,3,Laboratory Technician,Divorced,77560,0.0,Y,21,8,0,9.0,3,8,0,7,4.0,4.0,4.0,3,4,6.505978561549102
1358,No,30,Travel_Rarely,Research & Development,1,3,Medical,1,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2,4.0,1.0,3.0,3,3,6.720969785575051
1359,No,30,Travel_Rarely,Sales,9,3,Medical,1,Male,2,Research Scientist,Single,39360,0.0,Y,11,8,1,6.0,3,5,1,2,2.0,4.0,3.0,3,3,6.3940155945419095
1360,No,41,Travel_Frequently,Sales,10,2,Medical,1,Female,3,Manufacturing Director,Divorced,79450,4.0,Y,12,8,1,21.0,6,7,7,7,4.0,1.0,2.0,2,3,7.318976124885218
1361,No,41,Travel_Rarely,Research & Development,10,4,Medical,1,Male,4,Research Scientist,Married,57430,2.0,Y,12,8,3,7.0,2,5,1,4,3.0,1.0,3.0,4,3,8.016141843971633
1362,No,19,Travel_Rarely,Research & Development,1,3,Other,1,Female,5,Manufacturing Director,Single,152020,1.0,Y,18,8,3,1.0,2,1,0,0,2.0,2.0,3.0,2,3,6.380013774104683
1363,No,40,Travel_Frequently,Research & Development,26,4,Medical,1,Male,2,Manufacturing Director,Divorced,54400,1.0,Y,12,8,1,20.0,2,20,2,13,2.0,2.0,3.0,3,3,7.003960769980508
1364,No,35,Travel_Rarely,Sales,8,1,Marketing,1,Female,3,Laboratory Technician,Married,37600,1.0,Y,14,8,3,10.0,2,10,0,6,3.0,2.0,3.0,3,3,7.395136494252874
1365,No,53,Travel_Rarely,Sales,14,2,Life Sciences,1,Female,5,Manufacturing Director,Married,35170,2.0,Y,12,8,1,13.0,1,7,4,5,2.0,3.0,1.0,2,3,10.893168103448277
1366,No,45,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,Divorced,25800,8.0,Y,17,8,3,20.0,3,17,0,15,2.0,2.0,1.0,3,3,6.790741545893719
1367,No,32,Travel_Frequently,Sales,2,2,Life Sciences,1,Female,1,Manufacturing Director,Single,21660,1.0,Y,19,8,1,9.0,4,9,3,7,2.0,4.0,3.0,1,3,7.907401891252945
1368,No,29,Non-Travel,Research & Development,10,4,Technical Degree,1,Male,3,Healthcare Representative,Married,58690,1.0,Y,11,8,1,10.0,6,10,0,9,4.0,3.0,3.0,4,3,6.0965736817325755
1369,No,51,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Research Director,Married,80080,2.0,Y,15,8,1,10.0,4,1,0,0,2.0,3.0,3.0,3,3,7.573564814814813
1370,No,58,Travel_Rarely,Sales,3,3,Marketing,1,Female,1,Research Scientist,Married,52060,4.0,Y,11,8,3,9.0,4,1,0,0,2.0,2.0,2.0,1,3,9.988622402890693
1371,No,40,Travel_Rarely,Research & Development,11,2,Technical Degree,1,Male,4,Laboratory Technician,Married,52950,7.0,Y,18,8,0,15.0,4,12,2,11,3.0,4.0,2.0,3,3,6.195923489278753
1372,No,34,Travel_Frequently,Sales,24,4,Marketing,1,Male,2,Manufacturing Director,Married,164130,6.0,Y,16,8,0,6.0,1,4,1,2,3.0,3.0,3.0,3,3,6.977579022988506
1373,No,22,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Laboratory Technician,Married,132690,1.0,Y,25,8,1,2.0,2,2,2,2,3.0,4.0,3.0,3,4,7.677799497027898
1374,No,27,Non-Travel,Research & Development,3,3,Medical,1,Male,1,Healthcare Representative,Divorced,27830,6.0,Y,16,8,1,6.0,2,2,2,2,4.0,2.0,1.0,4,3,6.300498366013075
1375,No,28,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,2,Healthcare Representative,Married,54330,1.0,Y,13,8,1,5.0,4,5,0,2,3.0,4.0,1.0,2,3,6.532742905242905
1376,No,57,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,20130,3.0,Y,14,8,1,12.0,5,5,1,4,3.0,4.0,1.0,3,3,10.87448509485094
1377,No,27,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,139660,1.0,Y,19,8,0,1.0,1,1,0,1,3.0,3.0,2.0,3,3,10.614749657064475
1378,No,50,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,2,Manufacturing Director,Single,43740,3.0,Y,15,8,1,21.0,5,5,4,4,3.0,2.0,3.0,4,3,6.208623032904144
1379,No,41,Travel_Rarely,Sales,7,4,Marketing,1,Male,4,Laboratory Technician,Divorced,68420,4.0,Y,12,8,1,13.0,3,9,1,8,1.0,3.0,3.0,3,3,6.187160894660896
1380,No,30,Travel_Rarely,Human Resources,1,4,Human Resources,1,Female,1,Manager,Married,174260,2.0,Y,12,8,1,12.0,0,10,7,4,2.0,4.0,3.0,2,3,6.909143917624518
1381,No,38,Travel_Rarely,Sales,1,1,Medical,1,Male,2,Laboratory Technician,Single,176030,4.0,Y,16,8,0,12.0,0,8,0,7,1.0,4.0,4.0,2,3,6.32377777777778
1382,No,32,Travel_Rarely,Research & Development,20,3,Medical,1,Female,1,Manufacturing Director,Single,45810,3.0,Y,14,8,1,8.0,3,5,1,4,3.0,3.0,3.0,3,3,6.933930795019157
1383,No,27,Travel_Rarely,Research & Development,5,4,Medical,1,Male,2,Healthcare Representative,Married,47350,0.0,Y,13,8,0,6.0,2,5,1,1,3.0,2.0,2.0,3,3,8.884953703703708
1384,Yes,19,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Male,2,Healthcare Representative,Single,41870,0.0,Y,22,8,1,1.0,4,0,0,0,3.0,1.0,4.0,3,4,7.510175120772945
1385,No,36,Travel_Frequently,Sales,25,3,Marketing,1,Female,2,Research Director,Single,55050,4.0,Y,21,8,2,13.0,3,8,7,2,4.0,2.0,2.0,3,4,7.406964798850572
1386,No,30,Non-Travel,Sales,1,3,Medical,1,Female,1,Sales Executive,Divorced,54700,1.0,Y,18,8,1,12.0,2,12,6,10,3.0,1.0,3.0,3,3,6.80902245862884
1387,No,45,Travel_Rarely,Research & Development,24,2,Medical,1,Male,2,Sales Executive,Divorced,54760,4.0,Y,13,8,1,9.0,3,5,0,3,3.0,1.0,4.0,3,3,8.125163328564616
1388,No,56,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,4,Manager,Divorced,25870,4.0,Y,12,8,0,19.0,2,2,2,2,3.0,1.0,3.0,2,3,8.283279826958102
1389,No,33,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Sales Executive,Single,24400,0.0,Y,18,8,3,4.0,4,3,0,2,3.0,4.0,4.0,3,3,6.789918229918231
1390,Yes,19,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,2,Sales Executive,Single,159720,1.0,Y,21,8,0,1.0,2,1,1,0,2.0,4.0,2.0,3,4,7.208066378066378
1391,No,46,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Female,2,Laboratory Technician,Divorced,153790,1.0,Y,12,8,0,24.0,1,24,15,7,2.0,1.0,3.0,1,3,6.921690307328605
1392,No,38,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,1,Manufacturing Director,Single,70820,1.0,Y,14,8,0,2.0,3,2,2,1,3.0,4.0,3.0,4,3,7.930844955834494
1393,No,31,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,2,Sales Representative,Married,27280,8.0,Y,11,8,0,7.0,3,4,0,2,3.0,4.0,3.0,4,3,10.362566807313646
1394,No,34,Travel_Rarely,Sales,9,3,Marketing,1,Female,2,Manager,Single,53680,2.0,Y,14,8,1,9.0,2,3,1,2,4.0,2.0,3.0,3,3,6.2477789351851865
1395,Yes,41,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Male,5,Laboratory Technician,Single,53470,1.0,Y,24,8,1,4.0,1,4,0,2,2.0,2.0,2.0,3,4,10.120157596371882
1396,No,50,Travel_Rarely,Sales,19,4,Marketing,1,Male,3,Sales Executive,Married,31950,2.0,Y,11,8,0,5.0,4,3,0,2,3.0,3.0,2.0,2,3,6.780491545893723
1397,No,53,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,Manager,Divorced,39890,1.0,Y,13,8,0,5.0,2,4,1,3,4.0,1.0,3.0,3,3,6.116384220354812
1398,No,33,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Human Resources,Married,33060,1.0,Y,11,8,3,8.0,6,8,1,6,4.0,2.0,3.0,1,3,7.52175736961451
1399,No,40,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Female,2,Sales Executive,Married,70050,1.0,Y,20,8,2,21.0,2,20,9,9,4.0,3.0,3.0,3,4,6.206365348399247
1400,No,55,Travel_Rarely,Research & Development,6,1,Life Sciences,1,Female,2,Laboratory Technician,Single,26550,8.0,Y,17,8,0,36.0,0,24,2,15,3.0,2.0,3.0,2,3,6.105050827423169
1401,No,34,Travel_Frequently,Human Resources,7,4,Other,1,Female,1,Research Scientist,Married,13930,1.0,Y,11,8,2,10.0,4,10,1,9,4.0,3.0,2.0,4,3,6.800573910915323
1402,No,51,Travel_Rarely,Human Resources,4,2,Human Resources,1,Male,2,Sales Representative,Single,25700,3.0,Y,18,8,0,21.0,2,7,1,0,4.0,2.0,3.0,3,3,7.393497365900381
1403,No,52,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Sales Representative,Married,35370,0.0,Y,11,8,1,34.0,3,33,11,9,3.0,3.0,3.0,3,3,6.301128167641323
1404,No,27,Travel_Rarely,Sales,15,3,Marketing,1,Male,1,Research Scientist,Single,39860,1.0,Y,12,8,2,7.0,3,7,0,3,4.0,2.0,2.0,3,3,7.527982580037662
1405,Yes,35,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Married,108830,3.0,Y,12,8,0,8.0,3,1,0,1,2.0,3.0,3.0,4,3,8.994780334728029
1406,No,43,Non-Travel,Research & Development,6,2,Medical,1,Male,1,Healthcare Representative,Divorced,20280,4.0,Y,20,8,1,7.0,2,5,2,2,4.0,4.0,4.0,2,4,8.013822362278248
1407,No,45,Non-Travel,Research & Development,9,2,Medical,1,Female,1,Sales Executive,Married,95250,9.0,Y,19,8,0,22.0,3,20,11,8,1.0,4.0,3.0,3,3,6.1810977095516595
1408,No,37,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,1,Research Scientist,Married,29290,1.0,Y,12,8,0,8.0,2,8,1,7,2.0,1.0,.,1,3,10.127794117647053
1409,No,35,Travel_Frequently,Research & Development,1,3,Other,1,Male,2,Research Director,Single,22750,5.0,Y,13,8,0,10.0,2,6,1,2,2.0,2.0,3.0,4,3,6.0929427462396895
1410,No,42,Non-Travel,Research & Development,1,1,Technical Degree,1,Male,2,Sales Executive,Divorced,78790,2.0,Y,11,8,1,11.0,2,5,0,2,3.0,3.0,3.0,3,3,6.402202729044832
1411,No,38,Travel_Rarely,Sales,8,2,Marketing,1,Male,5,Research Scientist,Married,49300,9.0,Y,14,8,0,14.0,0,1,0,0,4.0,3.0,3.0,3,3,6.292136184857427
1412,No,38,Travel_Rarely,Human Resources,25,1,Human Resources,1,Female,1,Manufacturing Director,Married,78470,3.0,Y,14,8,1,9.0,3,7,1,7,4.0,4.0,1.0,4,3,7.263687819618778
1413,No,27,Travel_Frequently,Research & Development,13,4,Medical,1,Male,1,Manager,Married,44010,5.0,Y,13,8,0,6.0,4,2,2,0,3.0,1.0,3.0,2,3,6.517461519961518
1414,No,49,Non-Travel,Research & Development,23,1,Other,1,Female,2,Sales Executive,Divorced,92410,1.0,Y,19,8,1,7.0,5,7,1,7,4.0,4.0,3.0,3,3,9.593414634146345
1415,No,34,Travel_Frequently,Research & Development,7,2,Medical,1,Male,4,Sales Representative,Divorced,29740,1.0,Y,23,8,0,5.0,2,5,2,0,4.0,3.0,4.0,3,4,10.511366139846743
1416,No,40,Travel_Rarely,Research & Development,23,3,Medical,1,Female,1,Laboratory Technician,Married,45020,8.0,Y,12,8,2,15.0,0,7,3,7,3.0,4.0,4.0,2,3,10.400718471636196
1417,Yes,38,Travel_Rarely,Sales,6,4,Life Sciences,1,Female,3,Research Scientist,Married,107480,7.0,Y,15,8,0,17.0,3,1,0,0,2.0,1.0,3.0,3,3,8.369604018912531
1418,Yes,29,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1.0,Y,19,8,2,10.0,2,10,1,9,2.0,4.0,2.0,3,3,6.7061007805326
1419,No,22,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Healthcare Representative,Divorced,129360,1.0,Y,11,8,2,4.0,3,4,2,2,4.0,2.0,2.0,3,3,8.528221064814822
1420,No,36,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Female,2,Laboratory Technician,Single,23050,1.0,Y,17,8,0,8.0,3,8,1,7,2.0,4.0,3.0,3,3,7.500751563251563
