,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
364,365.0,No,32.0,Travel_Rarely,Research & Development,3.0,4,Medical,1.0,Female,4,Sales Executive,Divorced,30380.0,2.0,Y,20.0,8.0,0,8.0,3.0,5.0,0.0,3.0,2.0,4.0,2.0,3,4,7.789356600189935
365,366.0,No,30.0,Travel_Frequently,Research & Development,4.0,5,Medical,1.0,Male,5,Sales Representative,Divorced,30580.0,9.0,Y,14.0,8.0,1,10.0,2.0,5.0,0.0,3.0,2.0,4.0,2.0,3,3,6.412108695652172
366,367.0,No,53.0,Travel_Rarely,Sales,6.0,3,Marketing,1.0,Male,4,Sales Executive,Married,23250.0,7.0,Y,18.0,8.0,1,35.0,1.0,5.0,0.0,4.0,1.0,4.0,3.0,4,3,10.391128117913825
367,368.0,No,45.0,Travel_Rarely,Research & Development,1.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Divorced,20880.0,4.0,Y,15.0,8.0,3,18.0,2.0,5.0,0.0,2.0,4.0,1.0,3.0,3,3,8.524001406469765
368,369.0,No,32.0,Travel_Rarely,Sales,10.0,3,Marketing,1.0,Female,1,Human Resources,Married,30720.0,5.0,Y,12.0,8.0,0,9.0,4.0,5.0,1.0,3.0,3.0,3.0,2.0,1,3,6.58656795224977
369,370.0,No,52.0,Travel_Frequently,Research & Development,1.0,1,Life Sciences,1.0,Male,2,Laboratory Technician,Married,50060.0,3.0,Y,16.0,8.0,1,31.0,2.0,9.0,0.0,0.0,3.0,4.0,3.0,3,3,7.586581196581195
370,371.0,No,37.0,Travel_Rarely,Sales,24.0,2,Life Sciences,1.0,Female,4,Laboratory Technician,Divorced,42570.0,4.0,Y,15.0,8.0,0,9.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,3,3,6.1043384047948335
371,372.0,No,28.0,Travel_Rarely,Research & Development,21.0,4,Life Sciences,1.0,Female,1,Healthcare Representative,Divorced,25000.0,1.0,Y,16.0,8.0,2,6.0,3.0,5.0,0.0,4.0,2.0,4.0,3.0,3,3,6.291572442486535
372,373.0,No,22.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Male,1,Sales Representative,Married,11020.0,6.0,Y,19.0,8.0,0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2,3,6.482304837164748
373,374.0,No,44.0,Travel_Rarely,Research & Development,22.0,3,Medical,1.0,Female,1,Laboratory Technician,Married,104530.0,2.0,Y,11.0,8.0,1,10.0,2.0,3.0,0.0,2.0,1.0,4.0,2.0,3,3,10.983654910096824
374,375.0,No,42.0,Travel_Frequently,Sales,13.0,4,Life Sciences,1.0,Female,2,Laboratory Technician,Single,22880.0,5.0,Y,16.0,8.0,1,8.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2,3,8.008833333333335
375,376.0,No,36.0,Travel_Rarely,Research & Development,14.0,3,Other,1.0,Male,2,Research Scientist,Married,39290.0,0.0,Y,24.0,8.0,0,6.0,6.0,5.0,0.0,3.0,1.0,1.0,3.0,2,4,7.591120293847567
376,377.0,No,25.0,Travel_Rarely,Sales,11.0,3,Life Sciences,1.0,Female,1,Laboratory Technician,Married,23110.0,1.0,Y,11.0,8.0,1,5.0,2.0,5.0,0.0,3.0,3.0,1.0,3.0,3,3,10.409626200274346
377,378.0,No,35.0,Travel_Rarely,Research & Development,9.0,2,Life Sciences,1.0,Female,1,Healthcare Representative,Married,31400.0,1.0,Y,13.0,8.0,1,17.0,2.0,17.0,5.0,15.0,4.0,3.0,3.0,2,3,8.795422125181949
378,379.0,Yes,35.0,Travel_Frequently,Sales,8.0,2,Marketing,1.0,Female,1,Laboratory Technician,Divorced,36900.0,1.0,Y,13.0,8.0,1,10.0,2.0,10.0,7.0,8.0,4.0,2.0,2.0,4,3,10.000467772967772
379,380.0,No,32.0,Non-Travel,Research & Development,21.0,3,Life Sciences,1.0,Male,1,Sales Executive,Divorced,44500.0,0.0,Y,13.0,8.0,0,4.0,3.0,3.0,0.0,2.0,4.0,4.0,3.0,3,3,7.885713245997089
380,381.0,No,25.0,Travel_Rarely,Sales,5.0,3,Marketing,1.0,Female,4,Research Scientist,Married,27560.0,1.0,Y,12.0,8.0,2,5.0,2.0,5.0,0.0,3.0,3.0,1.0,4.0,3,3,7.795277777777777
381,382.0,No,49.0,Travel_Rarely,Sales,9.0,3,Technical Degree,1.0,Female,2,Sales Representative,Married,190330.0,2.0,Y,18.0,8.0,1,7.0,5.0,4.0,0.0,2.0,3.0,1.0,3.0,3,3,7.469465191332411
382,383.0,No,24.0,Non-Travel,Research & Development,2.0,5,Technical Degree,1.0,Male,2,Healthcare Representative,Married,187220.0,0.0,Y,22.0,8.0,1,6.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3,4,7.561153381642512
383,384.0,No,32.0,Travel_Frequently,Research & Development,12.0,5,Medical,1.0,Male,1,Research Scientist,Married,95470.0,1.0,Y,13.0,8.0,1,10.0,3.0,10.0,5.0,3.0,2.0,2.0,3.0,2,3,6.814644208037825
384,385.0,No,38.0,Travel_Rarely,Sales,22.0,2,Medical,1.0,Male,1,Sales Executive,Married,137340.0,0.0,Y,13.0,8.0,0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4,3,6.987524717514126
385,386.0,No,42.0,Travel_Rarely,Research & Development,18.0,1,Technical Degree,1.0,Female,2,Research Scientist,Married,199990.0,2.0,Y,23.0,8.0,1,17.0,6.0,5.0,1.0,3.0,3.0,4.0,2.0,3,4,9.61490585774059
386,387.0,No,31.0,Travel_Rarely,Research & Development,16.0,3,Life Sciences,1.0,Female,3,Sales Executive,Married,22790.0,3.0,Y,12.0,8.0,1,8.0,3.0,6.0,0.0,2.0,4.0,4.0,3.0,3,3,10.098353009259263
387,388.0,Yes,29.0,Travel_Rarely,Sales,3.0,3,Marketing,1.0,Male,3,Laboratory Technician,Divorced,59160.0,6.0,Y,12.0,8.0,0,5.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,3,3,9.394445592286498
388,389.0,No,53.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Male,1,Sales Representative,Married,20890.0,5.0,Y,16.0,8.0,0,28.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2,3,6.366061039580355
389,390.0,No,35.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Married,167920.0,3.0,Y,12.0,8.0,1,16.0,3.0,13.0,4.0,8.0,4.0,2.0,3.0,4,3,7.1050000000000075
390,391.0,No,37.0,Travel_Frequently,Research & Development,13.0,4,Life Sciences,1.0,Female,3,Human Resources,Married,35640.0,5.0,Y,11.0,8.0,0,10.0,1.0,5.0,0.0,0.0,3.0,4.0,3.0,1,3,7.408802600472816
391,392.0,No,53.0,Travel_Rarely,Research & Development,1.0,1,Medical,1.0,Male,1,Sales Executive,Single,44250.0,6.0,Y,22.0,8.0,1,33.0,2.0,12.0,3.0,8.0,4.0,4.0,3.0,4,4,6.669338570127502
392,393.0,No,43.0,Travel_Frequently,Research & Development,1.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,52650.0,4.0,Y,11.0,8.0,1,12.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,3,3,7.585617283950619
393,394.0,No,47.0,Travel_Rarely,Sales,15.0,4,Marketing,1.0,Female,3,Research Director,Married,65530.0,0.0,Y,15.0,8.0,0,8.0,2.0,7.0,7.0,7.0,3.0,4.0,3.0,3,3,10.682913251366127
394,395.0,No,37.0,Non-Travel,Research & Development,1.0,5,Medical,1.0,Female,2,Research Scientist,Single,62610.0,1.0,Y,12.0,8.0,0,10.0,1.0,10.0,0.0,9.0,1.0,2.0,3.0,3,3,8.309069385841536
395,396.0,No,50.0,Non-Travel,Research & Development,17.0,3,Medical,1.0,Female,1,Laboratory Technician,Divorced,42980.0,1.0,Y,20.0,8.0,1,31.0,6.0,31.0,14.0,7.0,1.0,1.0,3.0,3,4,6.612721734892791
396,397.0,No,39.0,Travel_Rarely,Research & Development,1.0,3,Other,1.0,Female,3,Human Resources,Married,68040.0,8.0,Y,14.0,8.0,1,13.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,2,3,6.882712018140582
397,398.0,No,33.0,Travel_Rarely,Sales,7.0,3,Life Sciences,1.0,Male,2,Manufacturing Director,Divorced,38150.0,3.0,Y,11.0,8.0,1,7.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,3,3,9.41635460992908
398,399.0,Yes,32.0,Travel_Rarely,Research & Development,9.0,1,Medical,1.0,Female,1,Laboratory Technician,Single,27410.0,1.0,Y,15.0,8.0,1,1.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,2,3,10.02503373819164
399,400.0,No,29.0,Travel_Rarely,Research & Development,5.0,4,Life Sciences,1.0,Female,4,Healthcare Representative,Divorced,66730.0,6.0,Y,12.0,8.0,1,8.0,2.0,4.0,0.0,3.0,1.0,4.0,3.0,4,3,6.452346460384433
400,401.0,No,44.0,Travel_Rarely,Research & Development,26.0,2,Life Sciences,1.0,Male,2,Manufacturing Director,Married,76390.0,1.0,Y,14.0,8.0,0,8.0,6.0,8.0,7.0,1.0,2.0,1.0,3.0,3,3,9.774024872152493
401,402.0,No,28.0,Travel_Rarely,Sales,24.0,5,Life Sciences,1.0,Female,1,Research Scientist,Single,23280.0,1.0,Y,11.0,8.0,2,4.0,3.0,4.0,0.0,2.0,1.0,4.0,3.0,3,3,6.417041116005879
402,403.0,Yes,58.0,Travel_Frequently,Sales,9.0,2,Technical Degree,1.0,Male,1,Sales Executive,Divorced,21530.0,9.0,Y,11.0,8.0,0,3.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,3,3,10.500407559198536
403,404.0,No,43.0,Travel_Rarely,Sales,7.0,4,Marketing,1.0,Male,2,Sales Executive,Divorced,48760.0,4.0,Y,16.0,8.0,2,4.0,4.0,1.0,0.0,0.0,1.0,2.0,4.0,3,3,6.578010603964955
404,405.0,Yes,20.0,Travel_Rarely,Research & Development,11.0,3,Medical,1.0,Male,2,Sales Executive,Single,93960.0,1.0,Y,12.0,8.0,0,2.0,6.0,2.0,0.0,2.0,3.0,3.0,2.0,1,3,7.105422602089267
405,406.0,Yes,21.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Male,2,Sales Executive,Single,104000.0,1.0,Y,13.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,3,3,7.87793537414966
406,407.0,No,36.0,Travel_Rarely,Research & Development,26.0,4,Medical,1.0,Male,1,Laboratory Technician,Married,84740.0,0.0,Y,14.0,8.0,0,17.0,3.0,16.0,4.0,11.0,3.0,4.0,2.0,3,3,10.297726548269582
407,408.0,No,47.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,2,Manufacturing Director,Single,99810.0,1.0,Y,21.0,8.0,1,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3,4,8.485591889357712
408,409.0,Yes,22.0,Travel_Rarely,Research & Development,15.0,4,Life Sciences,1.0,Female,1,Laboratory Technician,Married,124900.0,0.0,Y,13.0,8.0,0,4.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,3,3,9.80230982019364
409,410.0,Yes,41.0,Travel_Rarely,Research & Development,23.0,3,Life Sciences,1.0,Female,2,Sales Executive,Divorced,26570.0,4.0,Y,11.0,8.0,0,10.0,3.0,7.0,1.0,0.0,2.0,4.0,2.0,4,3,10.41046055796056
410,411.0,No,28.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Female,3,Manager,Divorced,135910.0,5.0,Y,20.0,8.0,1,6.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3,4,7.677303436911487
411,412.0,Yes,39.0,Travel_Rarely,Research & Development,10.0,4,Life Sciences,1.0,Female,4,Human Resources,Married,66960.0,7.0,Y,11.0,8.0,0,8.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3,3,10.666269177126916
412,413.0,No,27.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Male,1,Research Scientist,Single,20580.0,1.0,Y,14.0,8.0,1,1.0,5.0,1.0,0.0,0.0,2.0,3.0,3.0,3,3,7.68067991631799
413,414.0,No,34.0,Travel_Rarely,Research & Development,12.0,2,Technical Degree,1.0,Male,2,Human Resources,Divorced,88650.0,1.0,Y,11.0,8.0,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3,3,7.722572267389336
414,415.0,No,42.0,Travel_Rarely,Sales,11.0,1,Technical Degree,1.0,Male,2,Human Resources,Single,59400.0,7.0,Y,16.0,8.0,0,10.0,2.0,5.0,0.0,3.0,3.0,3.0,3.0,2,3,6.878238304093564
415,416.0,No,33.0,Travel_Rarely,Sales,2.0,3,Marketing,1.0,Female,1,Sales Executive,Single,59140.0,3.0,Y,16.0,8.0,1,6.0,4.0,3.0,0.0,2.0,3.0,1.0,3.0,3,3,10.548225957049487
416,417.0,No,58.0,Travel_Rarely,Research & Development,2.0,4,Life Sciences,1.0,Male,1,Research Scientist,Divorced,26220.0,2.0,Y,23.0,8.0,0,24.0,3.0,6.0,0.0,4.0,3.0,2.0,3.0,3,4,8.320311483031148
417,418.0,No,31.0,Travel_Rarely,Sales,1.0,3,Life Sciences,1.0,Female,1,Sales Representative,Married,121850.0,3.0,Y,14.0,8.0,0,13.0,2.0,7.0,5.0,2.0,2.0,3.0,4.0,3,3,6.081554641060815
418,419.0,No,35.0,Travel_Rarely,Research & Development,2.0,1,Life Sciences,1.0,Male,3,Healthcare Representative,Married,106090.0,1.0,Y,22.0,8.0,0,10.0,3.0,10.0,0.0,7.0,4.0,4.0,1.0,3,4,10.380476190476188
419,420.0,No,49.0,Travel_Rarely,Research & Development,25.0,2,Life Sciences,1.0,Female,2,Sales Executive,Married,43450.0,4.0,Y,15.0,8.0,0,29.0,3.0,26.0,1.0,7.0,1.0,2.0,2.0,2,3,6.99183069923372
420,421.0,No,48.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,1,Research Scientist,Married,21770.0,4.0,Y,18.0,8.0,0,13.0,4.0,0.0,0.0,0.0,4.0,3.0,2.0,3,3,6.698963272896328
421,422.0,No,31.0,Non-Travel,Research & Development,1.0,2,Technical Degree,1.0,Female,2,Sales Executive,Married,27930.0,1.0,Y,16.0,8.0,0,9.0,4.0,9.0,0.0,0.0,4.0,3.0,2.0,3,3,7.083433515482695
422,423.0,No,36.0,Travel_Rarely,Human Resources,2.0,4,Technical Degree,1.0,Male,1,Sales Executive,Single,79180.0,2.0,Y,12.0,8.0,2,8.0,3.0,6.0,0.0,1.0,2.0,4.0,3.0,2,3,6.503389121338913
423,424.0,No,38.0,Travel_Rarely,Sales,6.0,3,Other,1.0,Male,2,Sales Executive,Married,87890.0,1.0,Y,11.0,8.0,3,15.0,4.0,15.0,5.0,11.0,4.0,1.0,3.0,3,3,7.082066256830598
424,425.0,No,32.0,Non-Travel,Sales,18.0,3,Marketing,1.0,Male,1,Laboratory Technician,Married,23890.0,6.0,Y,12.0,8.0,1,5.0,4.0,3.0,0.0,2.0,3.0,2.0,3.0,2,3,7.082806473829207
425,426.0,Yes,25.0,Travel_Rarely,Research & Development,1.0,2,Life Sciences,1.0,Male,1,Sales Executive,Married,32120.0,1.0,Y,15.0,8.0,1,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,2,3,8.902678826895576
426,427.0,No,40.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,2,Research Scientist,Divorced,192320.0,2.0,Y,14.0,8.0,1,11.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,3,3,6.066140609636182
427,428.0,No,26.0,Travel_Frequently,Sales,11.0,3,Marketing,1.0,Male,2,Healthcare Representative,Single,22670.0,1.0,Y,19.0,8.0,3,7.0,2.0,7.0,0.0,7.0,3.0,1.0,3.0,2,3,7.6438669893960345
428,429.0,No,41.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,1,Research Scientist,Single,195170.0,2.0,Y,13.0,8.0,0,20.0,5.0,18.0,2.0,17.0,4.0,1.0,3.0,3,3,10.713868621840723
429,430.0,No,36.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Female,2,Healthcare Representative,Single,24360.0,4.0,Y,13.0,8.0,0,16.0,3.0,11.0,3.0,9.0,3.0,3.0,3.0,1,3,7.096325863678806
430,431.0,Yes,19.0,Travel_Rarely,Research & Development,15.0,3,Life Sciences,1.0,Male,2,Research Scientist,Single,160640.0,1.0,Y,15.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,2.0,4.0,3,3,10.615016136468423
431,432.0,Yes,20.0,Travel_Rarely,Research & Development,29.0,3,Life Sciences,1.0,Female,3,Laboratory Technician,Single,27070.0,1.0,Y,11.0,8.0,0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,3,3,6.0836524334251605
432,433.0,No,31.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Male,4,Research Director,Married,190680.0,0.0,Y,12.0,8.0,0,10.0,1.0,9.0,8.0,5.0,4.0,4.0,1.0,3,3,8.329586339586344
433,434.0,No,40.0,Travel_Frequently,Sales,1.0,3,Marketing,1.0,Male,1,Research Scientist,Divorced,39310.0,8.0,Y,19.0,8.0,0,3.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,2,3,8.140834467120186
434,435.0,No,32.0,Travel_Rarely,Research & Development,24.0,3,Life Sciences,1.0,Male,4,Laboratory Technician,Married,37300.0,1.0,Y,25.0,8.0,1,8.0,4.0,8.0,6.0,3.0,3.0,1.0,4.0,3,4,7.893576832151297
435,436.0,Yes,36.0,Travel_Rarely,Research & Development,10.0,3,Medical,1.0,Male,3,Sales Executive,Married,22320.0,1.0,Y,12.0,8.0,1,16.0,2.0,16.0,3.0,7.0,3.0,4.0,3.0,3,3,9.80588959212377
436,437.0,No,33.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Female,4,Manufacturing Director,Single,44650.0,0.0,Y,13.0,8.0,0,6.0,3.0,5.0,1.0,4.0,2.0,4.0,3.0,3,3,6.01725979052823
437,438.0,Yes,37.0,Travel_Rarely,Sales,10.0,4,Marketing,1.0,Female,3,Human Resources,Married,30720.0,5.0,Y,14.0,8.0,0,17.0,3.0,14.0,11.0,7.0,1.0,3.0,1.0,2,3,6.274626352015735
438,439.0,No,45.0,Non-Travel,Research & Development,8.0,1,Life Sciences,1.0,Male,2,Sales Executive,Married,33190.0,1.0,Y,12.0,8.0,1,9.0,3.0,9.0,0.0,8.0,3.0,2.0,2.0,3,3,6.309092827004216
439,440.0,No,29.0,Travel_Frequently,Research & Development,29.0,1,Life Sciences,1.0,Male,1,Sales Representative,Married,192020.0,1.0,Y,12.0,8.0,0,3.0,5.0,3.0,0.0,2.0,3.0,4.0,3.0,3,3,7.619650655021834
440,441.0,No,35.0,Travel_Rarely,Human Resources,1.0,3,Human Resources,1.0,Male,3,Laboratory Technician,Married,136750.0,1.0,Y,15.0,8.0,3,5.0,5.0,5.0,1.0,0.0,3.0,3.0,3.0,2,3,6.370707923112988
441,442.0,No,52.0,Travel_Rarely,Research & Development,5.0,4,Other,1.0,Male,1,Laboratory Technician,Married,29110.0,2.0,Y,17.0,8.0,2,26.0,3.0,9.0,7.0,8.0,4.0,4.0,2.0,3,3,6.990128384687208
442,443.0,Yes,58.0,Travel_Rarely,Sales,9.0,2,Medical,1.0,Female,4,Sales Executive,Single,59570.0,4.0,Y,14.0,8.0,1,7.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,1,3,7.475840579710145
443,444.0,No,53.0,Travel_Rarely,Research & Development,9.0,3,Technical Degree,1.0,Male,1,Manager,Divorced,39200.0,6.0,Y,16.0,8.0,1,22.0,3.0,17.0,15.0,2.0,3.0,3.0,4.0,3,3,6.523184113865928
444,445.0,No,30.0,Travel_Rarely,Sales,3.0,4,Marketing,1.0,Male,1,Sales Executive,Divorced,64340.0,5.0,Y,14.0,8.0,1,10.0,3.0,8.0,7.0,7.0,3.0,3.0,4.0,2,3,8.003096797671034
445,446.0,No,38.0,Non-Travel,Sales,4.0,3,Life Sciences,1.0,Male,2,Research Director,Single,100480.0,1.0,Y,23.0,8.0,1,6.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,3,4,8.100102339181289
446,447.0,No,35.0,Travel_Rarely,Sales,1.0,2,Life Sciences,1.0,Female,2,Healthcare Representative,Divorced,109380.0,6.0,Y,14.0,8.0,2,12.0,2.0,10.0,0.0,8.0,4.0,4.0,3.0,1,3,7.318681434599153
447,448.0,No,39.0,Travel_Rarely,Sales,1.0,1,Marketing,1.0,Male,2,Research Scientist,Single,23400.0,0.0,Y,11.0,8.0,1,9.0,2.0,8.0,0.0,7.0,1.0,3.0,3.0,2,3,6.510007246376812
448,449.0,Yes,40.0,Non-Travel,Research & Development,2.0,4,Life Sciences,1.0,Male,1,Human Resources,Single,65450.0,4.0,Y,15.0,8.0,0,22.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3,3,9.472787154242848
449,450.0,No,47.0,Travel_Frequently,Research & Development,7.0,4,Life Sciences,1.0,Male,3,Sales Executive,Divorced,69310.0,1.0,Y,11.0,8.0,0,20.0,3.0,19.0,2.0,7.0,3.0,3.0,4.0,3,3,10.091632387706861
450,451.0,No,36.0,Non-Travel,Sales,28.0,1,Life Sciences,1.0,Male,2,Research Scientist,Divorced,48980.0,4.0,Y,13.0,8.0,1,12.0,3.0,7.0,0.0,7.0,1.0,4.0,3.0,3,3,6.805802341597795
451,452.0,Yes,31.0,Non-Travel,Research & Development,28.0,4,Medical,1.0,Male,2,Research Scientist,Single,25930.0,0.0,Y,21.0,8.0,0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3,4,8.18766456582633
452,453.0,No,33.0,Non-Travel,Sales,15.0,3,Other,1.0,Male,4,Research Director,Single,194360.0,1.0,Y,19.0,8.0,2,10.0,4.0,10.0,6.0,0.0,4.0,3.0,3.0,3,3,7.93415828544061
453,454.0,Yes,29.0,Travel_Rarely,Human Resources,3.0,5,Life Sciences,1.0,Male,1,Sales Executive,Single,27230.0,6.0,Y,11.0,8.0,1,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,2,3,10.280916902071565
454,455.0,No,33.0,Travel_Rarely,Research & Development,2.0,2,Technical Degree,1.0,Male,2,Laboratory Technician,Single,34790.0,3.0,Y,12.0,8.0,0,5.0,3.0,3.0,0.0,2.0,2.0,4.0,3.0,3,3,7.515693306010931
455,456.0,No,45.0,Travel_Rarely,Research & Development,26.0,1,Medical,1.0,Female,3,Healthcare Representative,Divorced,27940.0,3.0,Y,19.0,8.0,1,8.0,2.0,5.0,0.0,2.0,4.0,4.0,3.0,3,3,7.010381512217612
456,457.0,No,50.0,Travel_Rarely,Sales,10.0,1,Life Sciences,1.0,Female,1,Manufacturing Director,Divorced,52490.0,9.0,Y,21.0,8.0,2,32.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,2,4,7.387595410628015
457,458.0,No,33.0,Travel_Frequently,Sales,1.0,3,Marketing,1.0,Male,2,Human Resources,Married,21760.0,1.0,Y,14.0,8.0,1,6.0,2.0,6.0,1.0,2.0,3.0,2.0,3.0,2,3,8.981857999077919
458,459.0,No,41.0,Travel_Frequently,Sales,11.0,3,Other,1.0,Male,1,Laboratory Technician,Divorced,168720.0,2.0,Y,15.0,8.0,1,21.0,2.0,18.0,0.0,11.0,1.0,3.0,4.0,3,3,7.905851370851376
459,460.0,No,27.0,Travel_Rarely,Research & Development,20.0,4,Other,1.0,Male,2,Manufacturing Director,Married,34850.0,9.0,Y,17.0,8.0,2,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3,3,7.078493085360039
460,461.0,No,45.0,Non-Travel,Sales,2.0,3,Medical,1.0,Female,1,Sales Executive,Married,66440.0,1.0,Y,12.0,8.0,0,9.0,3.0,9.0,0.0,8.0,4.0,1.0,3.0,4,3,8.703335629017452
461,462.0,No,47.0,Travel_Rarely,Sales,18.0,4,Medical,1.0,Female,2,Research Scientist,Single,55820.0,1.0,Y,16.0,8.0,0,9.0,3.0,9.0,0.0,7.0,4.0,4.0,3.0,3,3,7.972122359963266
462,463.0,Yes,30.0,Travel_Rarely,Sales,2.0,3,Life Sciences,1.0,Male,2,Healthcare Representative,Married,40000.0,4.0,Y,12.0,8.0,0,7.0,5.0,5.0,0.0,1.0,1.0,3.0,3.0,2,3,10.505095744680844
463,464.0,No,50.0,Travel_Rarely,Research & Development,1.0,3,Technical Degree,1.0,Female,2,Sales Executive,Married,134960.0,3.0,Y,18.0,8.0,1,22.0,3.0,12.0,1.0,5.0,4.0,3.0,3.0,3,3,9.480353223593957
464,465.0,No,38.0,Travel_Frequently,Research & Development,13.0,3,Technical Degree,1.0,Male,1,Manufacturing Director,Married,32100.0,0.0,Y,17.0,8.0,2,3.0,5.0,2.0,0.0,2.0,3.0,3.0,2.0,2,3,7.704971539162111
465,466.0,No,46.0,Travel_Rarely,Research & Development,28.0,3,Medical,1.0,Female,3,Human Resources,Divorced,190450.0,6.0,Y,11.0,8.0,3,13.0,2.0,8.0,0.0,7.0,4.0,3.0,3.0,3,3,6.8869077134986245
466,467.0,No,24.0,Travel_Rarely,Sales,28.0,3,Life Sciences,1.0,Female,1,Healthcare Representative,Divorced,118490.0,1.0,Y,16.0,8.0,1,5.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3,3,6.59333674863388
467,468.0,Yes,35.0,Travel_Rarely,Sales,24.0,3,Medical,1.0,Male,3,Healthcare Representative,Divorced,20700.0,1.0,Y,13.0,8.0,3,5.0,1.0,4.0,0.0,2.0,3.0,2.0,1.0,2,3,9.320771072796935
468,469.0,No,31.0,Travel_Frequently,Research & Development,5.0,2,Technical Degree,1.0,Male,2,Sales Executive,Married,65020.0,1.0,Y,12.0,8.0,0,4.0,3.0,4.0,0.0,3.0,3.0,1.0,3.0,3,3,6.301517447199272
469,470.0,No,18.0,Non-Travel,Sales,5.0,4,Other,1.0,Male,2,Manager,Single,32300.0,1.0,Y,12.0,8.0,1,0.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,3,3,6.313124113475178
470,471.0,No,54.0,Travel_Rarely,Sales,23.0,3,Medical,1.0,Female,1,Laboratory Technician,Married,136030.0,8.0,Y,13.0,8.0,1,22.0,2.0,10.0,0.0,8.0,3.0,3.0,3.0,3,3,6.600198067632847
471,472.0,No,35.0,Travel_Rarely,Research & Development,6.0,4,Medical,1.0,Female,1,Manufacturing Director,Divorced,119960.0,1.0,Y,19.0,8.0,2,16.0,3.0,16.0,10.0,1.0,3.0,3.0,2.0,3,3,9.589834490740744
472,473.0,No,30.0,Travel_Rarely,Research & Development,4.0,3,Life Sciences,1.0,Female,5,Healthcare Representative,Married,56050.0,0.0,Y,12.0,8.0,1,9.0,0.0,8.0,1.0,7.0,2.0,1.0,2.0,2,3,10.117882689556518
473,474.0,Yes,20.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Female,2,Research Scientist,Single,63970.0,1.0,Y,17.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,3,3,8.314766021207928
474,475.0,Yes,30.0,Travel_Frequently,Research & Development,8.0,4,Medical,1.0,Male,1,Sales Executive,Single,191440.0,0.0,Y,11.0,8.0,0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3,3,7.605639619883038
